id,titol,any,convocatoria,serie,exercici,opcio,format,curriculum,bloc,subtemes,tipus,dificultat,punts_total,n_apartats,n_figures,paraules_clau,revisat
2025_ord_s1_E2B_barra-lliscant-circuit-u,Barra que llisca sobre un circuit en U dins d'un camp magnètic,2025,ordinaria,1,2,B,nou,actual,Camps electromagnètics,flux magnètic i inducció (Faraday-Lenz); força magnètica sobre corrents i entre fils,càlcul; qualitativa; diagrama,3,2.5,2,3,barra mòbil; circuit en U; flux magnètic; força electromotriu induïda; llei de Lenz; llei d'Ohm; força magnètica sobre un conductor; regla de la mà dreta,False
2025_ord_s1_E3A_moneda-bloc-angle-limit,Moneda dins d'un bloc de policarbonat i angle límit,2025,ordinaria,1,3,A,nou,actual,Vibracions i ones,reflexió i refracció,deducció; càlcul; qualitativa; diagrama,3,2.5,2,3,llei de Snell; angle límit; angle crític; reflexió total; índex de refracció; policarbonat; esquema de raigs,False
2025_ord_s1_E3B_flauta-travessera-harmonics,Harmònics d'una flauta travessera,2025,ordinaria,1,3,B,nou,actual,Vibracions i ones,ones estacionàries; ones sonores i nivell d'intensitat; ressonància i harmònics en tubs i cordes,càlcul; diagrama,3,2.5,2,2,flauta travessera; tub obert; tub tancat; harmònics; nodes i ventres; ona estacionària; freqüència fonamental; instrument musical,False
2025_ord_s1_E4_sodi24-activitat-volum-sang,Sodi 24 com a traçador per mesurar el volum de sang,2025,ordinaria,1,4,,nou,actual,"Física relativista, quàntica i nuclear",radioactivitat i llei de desintegració; aplicacions i riscos de la radioactivitat,qualitativa; càlcul,2,2.5,2,0,sodi 24; desintegració beta menys; antineutrí; magnesi 24; període de semidesintegració; activitat; traçador radioactiu; volum de sang,False
2026_ext_s2_E1_starlink-orbita-baixa,Satèl·lits Starlink en òrbita terrestre baixa,2026,extraordinaria,2,1,,nou,actual,Camps gravitatoris,llei de la gravitació universal; òrbites circulars i satèl·lits; energia mecànica orbital,deducció; càlcul; qualitativa,2,2.5,2,0,Starlink; constel·lació de satèl·lits; òrbita terrestre baixa; velocitat orbital; període orbital; voltes per dia; energia mecànica; òrbita lligada,False
2026_ext_s2_E2A_dues-carregues-negatives,Dues càrregues puntuals negatives a l'eix x,2026,extraordinaria,2,2,A,nou,actual,Camps electromagnètics,camp elèctric i llei de Coulomb; potencial i energia potencial elèctrica; línies de camp i superfícies equipotencials,diagrama; càlcul; qualitativa,3,2.5,2,3,càrregues puntuals; línies de camp elèctric; línies equipotencials; punt d'equilibri; força nul·la; superposició; treball del camp elèctric; potencial elèctric,False
2026_ext_s2_E2B_espira-quadrada-camp-magnetic,Espira quadrada que travessa una regió amb camp magnètic,2026,extraordinaria,2,2,B,nou,actual,Camps electromagnètics,flux magnètic i inducció (Faraday-Lenz),càlcul; gràfic; qualitativa,3,2.5,2,5,espira quadrada; flux magnètic; força electromotriu induïda; llei de Faraday; llei de Lenz; sentit del corrent induït; gràfica fem-temps; velocitat constant,False
2026_ext_s2_E3A_elefants-nivell-sonor-interferencies,"Bramul d'elefants, nivell d'intensitat sonora i interferències",2026,extraordinaria,2,3,A,nou,actual,Vibracions i ones,ones sonores i nivell d'intensitat; interferències,càlcul,3,2.5,2,1,elefant; bramul; nivell d'intensitat sonora; decibels; ona esfèrica; potència sonora; interferència destructiva; diferència de camí; fonts coherents,False
2026_ext_s2_E3B_lent-escaner-imatge,Lent d'un escàner que forma una imatge invertida de la mateixa mida,2026,extraordinaria,2,3,B,nou,actual,Vibracions i ones,formació d'imatges amb lents i miralls; instruments òptics i l'ull,càlcul; diagrama,2,2.5,2,2,escàner; lent convergent; augment lateral; imatge invertida; distància focal; equació de les lents primes; diagrama de raigs; sensor,False
2026_ext_s2_E4_rado-cadena-urani,El radó i la cadena de desintegració de l'urani,2026,extraordinaria,2,4,,nou,actual,"Física relativista, quàntica i nuclear",radioactivitat i llei de desintegració; aplicacions i riscos de la radioactivitat,càlcul; qualitativa,3,2.5,2,1,radó; cadena de desintegració de l'urani; desintegració alfa; desintegració beta; antineutrí; activitat; període de semidesintegració; constant de desintegració; càncer de pulmó,False
2026_ord_s1_E1A_nanosatellit-orbita-circular,Nanosatèl·lit de la Generalitat en òrbita circular,2026,ordinaria,1,1,A,nou,actual,Camps gravitatoris,llei de la gravitació universal; òrbites circulars i satèl·lits; energia potencial i potencial gravitatori; energia mecànica orbital,deducció; càlcul; qualitativa,2,2.5,2,0,nanosatèl·lit; període orbital; tercera llei de Kepler; energia potencial gravitatòria; energia mecànica; òrbita tancada; satèl·lit artificial,False
2026_ord_s1_E1B_cometa-halley-kepler,Òrbita el·líptica del cometa Halley,2026,ordinaria,1,1,B,nou,actual,Camps gravitatoris,lleis de Kepler; òrbites el·líptiques i moment angular; energia mecànica orbital,diagrama; càlcul; qualitativa,3,2.5,2,1,cometa Halley; periheli; afeli; semieix major; tercera llei de Kepler; segona llei de Kepler; conservació del moment angular; conservació de l'energia; unitat astronòmica,False
2026_ord_s1_E2_tub-raigs-x,Tub de raigs X,2026,ordinaria,1,2,,nou,actual,Camps electromagnètics,moviment de càrregues en camps elèctrics; potencial i energia potencial elèctrica; línies de camp i superfícies equipotencials; fotons i energia de la radiació,càlcul; diagrama,3,2.5,2,2,tub de raigs X; càtode; ànode; camp elèctric uniforme; força elèctrica; electró; teorema de les forces vives; fotó; raigs X,False
2026_ord_s1_E3_mobil-vibrador-mhs-so,Motor vibrador d'un telèfon mòbil,2026,ordinaria,1,3,,nou,actual,Vibracions i ones,moviment harmònic simple; ones harmòniques i equació d'ona; ones sonores i nivell d'intensitat,càlcul,2,2.5,2,0,telèfon mòbil; motor vibrador; equació del MHS; fase inicial; longitud d'ona; nombre d'ona; equació d'ona; intensitat sonora; decibels; front d'ona esfèric,False
2026_ord_s1_E4A_cesi-137-txernobil,Cesi-137 de l'accident de Txernòbil,2026,ordinaria,1,4,A,nou,actual,"Física relativista, quàntica i nuclear",radioactivitat i llei de desintegració; aplicacions i riscos de la radioactivitat,càlcul,2,2.5,2,0,Txernòbil; cesi-137; desintegració beta; antineutrí; vida mitjana; període de semidesintegració; constant de desintegració; activitat; contaminació radioactiva,False
2026_ord_s1_E4B_efecte-fotoelectric-llum-colors,"Efecte fotoelèctric amb llum blava, verda i vermella",2026,ordinaria,1,4,B,nou,actual,"Física relativista, quàntica i nuclear",efecte fotoelèctric; fotons i energia de la radiació,càlcul; qualitativa,2,2.5,2,0,efecte fotoelèctric; cèl·lula fotoelèctrica; funció de treball; potencial de frenada; energia cinètica màxima; fotó; longitud d'ona; llindar,False
